datetime,yaw,angular_velocity,linear_velocity 
18:50:53,9.816,-0.003,-20358.411 
18:50:59,9.84,0.004,27144.548 
18:51:06,9.847,0.001,6786.137 
18:51:12,9.853,0.001,6786.137 
18:51:18,9.859,0.001,6786.137 
18:51:23,9.864,0.001,6786.137 
18:51:28,9.869,0.001,6786.137 
18:51:34,9.857,-0.002,-13572.274 
18:51:39,9.842,-0.003,-20358.411 
18:51:45,9.848,0.001,6786.137 
18:51:50,9.863,0.003,20358.411 
18:51:56,9.869,0.001,6786.137 
18:52:01,9.879,0.002,13572.274 
18:52:06,9.884,0.001,6786.137 
18:52:12,9.878,-0.001,-6786.137 
18:52:18,9.884,0.001,6786.137 
18:52:23,9.894,0.002,13572.274 
18:52:28,9.899,0.001,6786.137 
18:52:35,9.878,-0.003,-20358.411 
18:52:40,9.883,0.001,6786.137 
18:52:47,9.89,0.001,6786.137 
18:52:54,9.911,0.003,20358.411 
18:52:59,9.926,0.003,20358.411 
18:53:06,9.933,0.001,6786.137 
18:53:13,9.926,-0.001,-6786.137 
18:53:19,9.932,0.001,6786.137 
18:53:26,9.911,-0.003,-20358.411 
18:53:31,9.916,0.001,6786.137 
18:53:36,9.921,0.001,6786.137 
18:53:41,9.911,-0.002,-13572.274 
18:53:46,9.916,0.001,6786.137 
18:53:51,9.921,0.001,6786.137 
18:53:58,9.928,0.001,6786.137 
18:54:04,9.922,-0.001,-6786.137 
18:54:10,9.928,0.001,6786.137 
18:54:15,9.938,0.002,13572.274 
18:54:22,9.973,0.005,33930.685 
18:54:27,9.978,0.001,6786.137 
18:54:34,9.985,0.001,6786.137 
18:54:39,9.99,0.001,6786.137 
18:54:44,9.995,0.001,6786.137 
18:54:51,9.974,-0.003,-20358.411 
18:54:57,9.968,-0.001,-6786.137 
18:55:02,9.973,0.001,6786.137 
18:55:07,9.983,0.002,13572.274 
18:55:12,9.988,0.001,6786.137 
18:55:17,9.993,0.001,6786.137 
18:55:23,9.999,0.001,6786.137 
18:55:29,10.005,0.001,6786.137 
18:55:35,10.017,0.002,13572.274 
18:55:42,10.024,0.001,6786.137 
18:55:47,10.034,0.002,13572.274 
18:55:52,10.029,-0.001,-6786.137 
18:55:57,10.019,-0.002,-13572.274 
18:56:03,10.025,0.001,6786.137 
18:56:08,10.03,0.001,6786.137 
18:56:13,10.035,0.001,6786.137 
18:56:20,10.042,0.001,6786.137 
18:56:26,10.048,0.001,6786.137 
18:56:31,10.038,-0.002,-13572.274 
18:56:36,10.063,0.005,33930.685 
18:56:43,10.091,0.004,27144.548 
18:56:48,10.096,0.001,6786.137 
18:56:55,10.103,0.001,6786.137 
18:57:02,10.11,0.001,6786.137 
18:57:09,10.124,0.002,13572.274 
18:57:14,10.129,0.001,6786.137 
18:57:19,10.134,0.001,6786.137 
18:57:25,10.14,0.001,6786.137 
18:57:30,10.135,-0.001,-6786.137 
18:57:36,10.159,0.004,27144.548 
18:57:41,10.184,0.005,33930.685 
18:57:48,10.191,0.001,6786.137 
18:57:54,10.221,0.005,33930.685 
18:58:01,10.207,-0.002,-13572.274 
18:58:06,10.212,0.001,6786.137 
18:58:11,10.232,0.004,27144.548 
18:58:17,10.238,0.001,6786.137 
18:58:22,10.243,0.001,6786.137 
18:58:27,10.263,0.004,27144.548 
18:58:33,10.287,0.004,27144.548 
18:58:39,10.317,0.005,33930.685 
18:58:45,10.347,0.005,33930.685 
18:58:51,10.341,-0.001,-6786.137 
18:58:56,10.331,-0.002,-13572.274 
18:59:03,10.338,0.001,6786.137 
18:59:09,10.344,0.001,6786.137 
18:59:14,10.349,0.001,6786.137 
18:59:19,10.374,0.005,33930.685 
18:59:24,10.379,0.001,6786.137 
18:59:30,10.403,0.004,27144.548 
18:59:35,10.423,0.004,27144.548 
18:59:40,10.428,0.001,6786.137 
18:59:46,10.416,-0.002,-13572.274 
18:59:52,10.422,0.001,6786.137 
18:59:58,10.428,0.001,6786.137 
19:00:04,10.452,0.004,27144.548 
19:00:09,10.457,0.001,6786.137 
19:00:16,10.45,-0.001,-6786.137 
19:00:22,10.456,0.001,6786.137 
19:00:27,10.461,0.001,6786.137 
19:00:33,10.467,0.001,6786.137 
19:00:39,10.473,0.001,6786.137 
19:00:44,10.483,0.002,13572.274 
19:00:50,10.489,0.001,6786.137 
19:00:57,10.496,0.001,6786.137 
19:01:02,10.521,0.005,33930.685 
19:01:08,10.533,0.002,13572.274 
19:01:15,10.54,0.001,6786.137 
19:01:22,10.547,0.001,6786.137 
19:01:27,10.552,0.001,6786.137 
19:01:32,10.557,0.001,6786.137 
19:01:38,10.563,0.001,6786.137 
19:01:45,10.598,0.005,33930.685 
19:01:51,10.604,0.001,6786.137 
19:01:57,10.61,0.001,6786.137 
19:02:03,10.616,0.001,6786.137 
19:02:10,10.595,-0.003,-20358.411 
19:02:15,10.62,0.005,33930.685 
19:02:20,10.625,0.001,6786.137 
19:02:26,10.619,-0.001,-6786.137 
19:02:33,10.626,0.001,6786.137 
19:02:39,10.638,0.002,13572.274 
19:02:45,10.668,0.005,33930.685 
19:02:52,10.675,0.001,6786.137 
19:02:59,10.689,0.002,13572.274 
19:03:05,10.713,0.004,27144.548 
19:03:11,10.719,0.001,6786.137 
19:03:16,10.714,-0.001,-6786.137 
19:03:21,10.719,0.001,6786.137 
19:03:27,10.725,0.001,6786.137 
19:03:32,10.74,0.003,20358.411 
19:03:39,10.747,0.001,6786.137 
19:03:46,10.754,0.001,6786.137 
19:03:51,10.759,0.001,6786.137 
19:03:56,10.764,0.001,6786.137 
19:04:01,10.769,0.001,6786.137 
19:04:07,10.775,0.001,6786.137 
19:04:13,10.787,0.002,13572.274 
19:04:20,10.794,0.001,6786.137 
19:04:26,10.8,0.001,6786.137 
19:04:32,10.806,0.001,6786.137 
19:04:37,10.811,0.001,6786.137 
19:04:43,10.799,-0.002,-13572.274 
19:04:49,10.817,0.003,20358.411 
19:04:54,10.822,0.001,6786.137 
19:04:59,10.827,0.001,6786.137 
19:05:04,10.832,0.001,6786.137 
19:05:10,10.838,0.001,6786.137 
19:05:15,10.848,0.002,13572.274 
19:05:20,10.843,-0.001,-6786.137 
19:05:26,10.849,0.001,6786.137 
19:05:32,10.855,0.001,6786.137 
19:05:37,10.86,0.001,6786.137 
19:05:42,10.865,0.001,6786.137 
19:05:47,10.86,-0.001,-6786.137 
19:05:53,10.848,-0.002,-13572.274 
19:05:58,10.853,0.001,6786.137 
19:06:03,10.878,0.005,33930.685 
19:06:10,10.906,0.004,27144.548 
19:06:16,10.918,0.002,13572.274 
19:06:21,10.923,0.001,6786.137 
19:06:26,10.928,0.001,6786.137 
19:06:32,10.958,0.005,33930.685 
19:06:37,10.963,0.001,6786.137 
19:06:42,10.968,0.001,6786.137 
19:06:47,10.973,0.001,6786.137 
19:06:52,10.978,0.001,6786.137 
19:06:58,10.984,0.001,6786.137 
19:07:04,10.99,0.001,6786.137 
19:07:09,11.015,0.005,33930.685 
19:07:15,11.021,0.001,6786.137 
19:07:20,11.026,0.001,6786.137 
19:07:26,11.014,-0.002,-13572.274 
19:07:32,11.032,0.003,20358.411 
19:07:38,11.044,0.002,13572.274 
19:07:45,11.051,0.001,6786.137 
19:07:52,11.03,-0.003,-20358.411 
19:07:57,11.04,0.002,13572.274 
19:08:03,11.046,0.001,6786.137 
19:08:08,11.051,0.001,6786.137 
19:08:13,11.041,-0.002,-13572.274 
19:08:18,11.046,0.001,6786.137 
19:08:24,11.052,0.001,6786.137 
19:08:30,11.034,-0.003,-20358.411 
19:08:36,11.052,0.003,20358.411 
19:08:42,11.058,0.001,6786.137 
19:08:47,11.063,0.001,6786.137 
19:08:52,11.053,-0.002,-13572.274 
19:08:58,11.059,0.001,6786.137 
19:09:03,11.064,0.001,6786.137 
19:09:09,11.07,0.001,6786.137 
19:09:15,11.088,0.003,20358.411 
19:09:20,11.113,0.005,33930.685 
19:09:25,11.098,-0.003,-20358.411 
19:09:31,11.128,0.005,33930.685 
19:09:37,11.122,-0.001,-6786.137 
19:09:42,11.127,0.001,6786.137 
19:09:49,11.134,0.001,6786.137 
19:09:54,11.124,-0.002,-13572.274 
19:09:59,11.134,0.002,13572.274 
19:10:06,11.141,0.001,6786.137 
19:10:13,11.148,0.001,6786.137 
19:10:19,11.154,0.001,6786.137 
19:10:25,11.148,-0.001,-6786.137 
19:10:31,11.136,-0.002,-13572.274 
19:10:37,11.142,0.001,6786.137 
19:10:43,11.148,0.001,6786.137 
19:10:49,11.154,0.001,6786.137 
19:10:54,11.169,0.003,20358.411 
19:10:59,11.154,-0.003,-20358.411 
19:11:06,11.133,-0.003,-20358.411 
19:11:12,11.145,0.002,13572.274 
19:11:17,11.15,0.001,6786.137 
19:11:22,11.155,0.001,6786.137 
19:11:28,11.161,0.001,6786.137 
19:11:33,11.166,0.001,6786.137 
19:11:39,11.172,0.001,6786.137 
19:11:45,11.16,-0.002,-13572.274 
19:11:51,11.19,0.005,33930.685 
19:11:56,11.195,0.001,6786.137 
19:12:02,11.201,0.001,6786.137 
19:12:08,11.207,0.001,6786.137 
19:12:13,11.212,0.001,6786.137 
19:12:19,11.218,0.001,6786.137 
19:12:24,11.223,0.001,6786.137 
19:12:29,11.228,0.001,6786.137 
19:12:34,11.238,0.002,13572.274 
19:12:40,11.244,0.001,6786.137 
19:12:46,11.25,0.001,6786.137 
19:12:51,11.235,-0.003,-20358.411 
19:12:56,11.24,0.001,6786.137 
19:13:01,11.245,0.001,6786.137 
19:13:07,11.251,0.001,6786.137 
19:13:13,11.239,-0.002,-13572.274 
19:13:18,11.244,0.001,6786.137 
19:13:23,11.229,-0.003,-20358.411 
19:13:30,11.208,-0.003,-20358.411 
19:13:36,11.238,0.005,33930.685 
19:13:41,11.233,-0.001,-6786.137 
19:13:46,11.253,0.004,27144.548 
19:13:52,11.277,0.004,27144.548 
19:13:57,11.282,0.001,6786.137 
19:14:03,11.27,-0.002,-13572.274 
19:14:09,11.276,0.001,6786.137 
19:14:15,11.306,0.005,33930.685 
19:14:20,11.291,-0.003,-20358.411 
19:14:26,11.297,0.001,6786.137 
19:14:31,11.302,0.001,6786.137 
19:14:36,11.307,0.001,6786.137 
19:14:41,11.327,0.004,27144.548 
19:14:46,11.352,0.005,33930.685 
19:14:51,11.337,-0.003,-20358.411 
19:14:57,11.367,0.005,33930.685 
19:15:02,11.372,0.001,6786.137 
19:15:08,11.402,0.005,33930.685 
19:15:14,11.408,0.001,6786.137 
19:15:19,11.413,0.001,6786.137 
19:15:24,11.403,-0.002,-13572.274 
19:15:31,11.382,-0.003,-20358.411 
19:15:36,11.392,0.002,13572.274 
19:15:41,11.397,0.001,6786.137 
19:15:46,11.402,0.001,6786.137 
19:15:53,11.409,0.001,6786.137 
19:16:00,11.444,0.005,33930.685 
19:16:06,11.45,0.001,6786.137 
19:16:11,11.455,0.001,6786.137 
19:16:16,11.46,0.001,6786.137 
19:16:21,11.465,0.001,6786.137 
19:16:27,11.471,0.001,6786.137 
19:16:34,11.478,0.001,6786.137 
19:16:40,11.472,-0.001,-6786.137 
19:16:46,11.454,-0.003,-20358.411 
19:16:52,11.46,0.001,6786.137 
19:16:57,11.445,-0.003,-20358.411 
19:17:04,11.438,-0.001,-6786.137 
19:17:10,11.444,0.001,6786.137 
19:17:16,11.45,0.001,6786.137 
19:17:22,11.468,0.003,20358.411 
19:17:27,11.458,-0.002,-13572.274 
19:17:33,11.47,0.002,13572.274 
19:17:38,11.475,0.001,6786.137 
19:17:43,11.48,0.001,6786.137 
19:17:49,11.492,0.002,13572.274 
19:17:54,11.497,0.001,6786.137 
19:17:59,11.502,0.001,6786.137 
19:18:04,11.527,0.005,33930.685 
19:18:09,11.532,0.001,6786.137 
19:18:14,11.537,0.001,6786.137 
19:18:19,11.542,0.001,6786.137 
19:18:24,11.547,0.001,6786.137 
19:18:30,11.535,-0.002,-13572.274 
19:18:35,11.54,0.001,6786.137 
19:18:40,11.545,0.001,6786.137 
19:18:47,11.58,0.005,33930.685 
19:18:52,11.585,0.001,6786.137 
19:18:59,11.592,0.001,6786.137 
19:19:06,11.599,0.001,6786.137 
19:19:11,11.604,0.001,6786.137 
19:19:16,11.609,0.001,6786.137 
19:19:22,11.615,0.001,6786.137 
19:19:28,11.621,0.001,6786.137 
19:19:34,11.609,-0.002,-13572.274 
19:19:40,11.615,0.001,6786.137 
19:19:46,11.621,0.001,6786.137 
19:19:52,11.609,-0.002,-13572.274 
19:19:57,11.599,-0.002,-13572.274 
19:20:03,11.629,0.005,33930.685 
19:20:09,11.635,0.001,6786.137 
19:20:15,11.641,0.001,6786.137 
19:20:20,11.636,-0.001,-6786.137 
19:20:25,11.641,0.001,6786.137 
19:20:31,11.647,0.001,6786.137 
19:20:36,11.652,0.001,6786.137 
19:20:43,11.659,0.001,6786.137 
19:20:50,11.666,0.001,6786.137 
19:20:55,11.651,-0.003,-20358.411 
19:21:02,11.672,0.003,20358.411 
19:21:07,11.697,0.005,33930.685 
19:21:13,11.703,0.001,6786.137 
19:21:19,11.685,-0.003,-20358.411 
19:21:25,11.679,-0.001,-6786.137 
19:21:30,11.684,0.001,6786.137 
19:21:35,11.689,0.001,6786.137 
19:21:41,11.683,-0.001,-6786.137 
19:21:47,11.689,0.001,6786.137 
19:21:52,11.694,0.001,6786.137 
19:21:58,11.7,0.001,6786.137 
19:22:04,11.724,0.004,27144.548 
19:22:10,11.736,0.002,13572.274 
19:22:16,11.742,0.001,6786.137 
19:22:22,11.748,0.001,6786.137 
19:22:27,11.753,0.001,6786.137 
19:22:32,11.758,0.001,6786.137 
19:22:38,11.746,-0.002,-13572.274 
19:22:43,11.751,0.001,6786.137 
19:22:50,11.786,0.005,33930.685 
19:22:57,11.793,0.001,6786.137 
19:23:03,11.799,0.001,6786.137 
19:23:09,11.793,-0.001,-6786.137 
19:23:15,11.799,0.001,6786.137 
19:23:21,11.805,0.001,6786.137 
19:23:27,11.811,0.001,6786.137 
19:23:32,11.826,0.003,20358.411 
19:23:38,11.844,0.003,20358.411 
19:23:43,11.869,0.005,33930.685 
19:23:48,11.874,0.001,6786.137 
19:23:54,11.898,0.004,27144.548 
19:23:59,11.903,0.001,6786.137 
19:24:05,11.927,0.004,27144.548 
19:24:11,11.933,0.001,6786.137 
19:24:17,11.915,-0.003,-20358.411 
19:24:23,11.939,0.004,27144.548 
19:24:28,11.959,0.004,27144.548 
19:24:34,11.941,-0.003,-20358.411 
19:24:39,11.936,-0.001,-6786.137 
19:24:44,11.941,0.001,6786.137 
19:24:51,11.948,0.001,6786.137 
19:24:56,11.953,0.001,6786.137 
19:25:01,11.958,0.001,6786.137 
19:25:06,11.978,0.004,27144.548 
19:25:13,11.985,0.001,6786.137 
19:25:19,11.991,0.001,6786.137 
19:25:24,12.006,0.003,20358.411 
19:25:29,12.011,0.001,6786.137 
19:25:34,12.001,-0.002,-13572.274 
19:25:40,12.007,0.001,6786.137 
19:25:45,12.012,0.001,6786.137 
19:25:51,12.018,0.001,6786.137 
19:25:57,12.024,0.001,6786.137 
19:26:03,12.012,-0.002,-13572.274 
19:26:09,12.018,0.001,6786.137 
19:26:14,12.023,0.001,6786.137 
19:26:19,12.028,0.001,6786.137 
19:26:25,12.01,-0.003,-20358.411 
19:26:32,12.017,0.001,6786.137 
19:26:38,12.023,0.001,6786.137 
19:26:43,12.028,0.001,6786.137 
19:26:49,12.052,0.004,27144.548 
19:26:55,12.058,0.001,6786.137 
19:27:01,12.064,0.001,6786.137 
19:27:06,12.069,0.001,6786.137 
19:27:11,12.059,-0.002,-13572.274 
19:27:16,12.064,0.001,6786.137 
19:27:22,12.07,0.001,6786.137 
19:27:29,12.091,0.003,20358.411 
19:27:36,12.119,0.004,27144.548 
19:27:41,12.124,0.001,6786.137 
19:27:48,12.131,0.001,6786.137 
19:27:53,12.151,0.004,27144.548 
19:28:00,12.158,0.001,6786.137 
19:28:07,12.144,-0.002,-13572.274 
19:28:12,12.149,0.001,6786.137 
19:28:18,12.173,0.004,27144.548 
19:28:25,12.187,0.002,13572.274 
19:28:31,12.193,0.001,6786.137 
19:28:36,12.203,0.002,13572.274 
19:28:41,12.208,0.001,6786.137 
19:28:46,12.193,-0.003,-20358.411 
19:28:52,12.217,0.004,27144.548 
19:28:58,12.223,0.001,6786.137 
19:29:03,12.233,0.002,13572.274 
19:29:08,12.258,0.005,33930.685 
19:29:14,12.264,0.001,6786.137 
19:29:21,12.271,0.001,6786.137 
19:29:27,12.277,0.001,6786.137 
19:29:32,12.297,0.004,27144.548 
19:29:38,12.303,0.001,6786.137 
19:29:43,12.308,0.001,6786.137 
19:29:49,12.296,-0.002,-13572.274 
19:29:54,12.316,0.004,27144.548 
19:29:59,12.321,0.001,6786.137 
19:30:06,12.335,0.002,13572.274 
19:30:12,12.329,-0.001,-6786.137 
19:30:17,12.324,-0.001,-6786.137 
19:30:22,12.329,0.001,6786.137 
19:30:29,12.336,0.001,6786.137 
19:30:36,12.343,0.001,6786.137 
19:30:41,12.348,0.001,6786.137 
19:30:48,12.334,-0.002,-13572.274 
19:30:54,12.34,0.001,6786.137 
19:31:01,12.347,0.001,6786.137 
19:31:08,12.354,0.001,6786.137 
19:31:14,12.36,0.001,6786.137 
19:31:20,12.366,0.001,6786.137 
19:31:26,12.396,0.005,33930.685 
19:31:31,12.391,-0.001,-6786.137 
19:31:37,12.373,-0.003,-20358.411 
19:31:43,12.379,0.001,6786.137 
19:31:48,12.389,0.002,13572.274 
19:31:53,12.384,-0.001,-6786.137 
19:31:58,12.404,0.004,27144.548 
19:32:03,12.409,0.001,6786.137 
19:32:10,12.388,-0.003,-20358.411 
19:32:16,12.406,0.003,20358.411 
19:32:22,12.424,0.003,20358.411 
19:32:28,12.43,0.001,6786.137 
19:32:35,12.437,0.001,6786.137 
19:32:42,12.458,0.003,20358.411 
19:32:49,12.465,0.001,6786.137 
19:32:54,12.47,0.001,6786.137 
19:33:01,12.477,0.001,6786.137 
19:33:08,12.484,0.001,6786.137 
19:33:14,12.478,-0.001,-6786.137 
19:33:20,12.508,0.005,33930.685 
19:33:27,12.515,0.001,6786.137 
19:33:33,12.521,0.001,6786.137 
19:33:38,12.541,0.004,27144.548 
19:33:44,12.547,0.001,6786.137 
19:33:50,12.529,-0.003,-20358.411 
19:33:57,12.515,-0.002,-13572.274 
19:34:02,12.52,0.001,6786.137 
19:34:07,12.515,-0.001,-6786.137 
19:34:13,12.539,0.004,27144.548 
19:34:19,12.563,0.004,27144.548 
19:34:25,12.551,-0.002,-13572.274 
19:34:30,12.556,0.001,6786.137 
19:34:36,12.562,0.001,6786.137 
19:34:41,12.567,0.001,6786.137 
19:34:48,12.574,0.001,6786.137 
19:34:54,12.58,0.001,6786.137 
19:35:00,12.562,-0.003,-20358.411 
19:35:05,12.567,0.001,6786.137 
19:35:11,12.573,0.001,6786.137 
19:35:17,12.579,0.001,6786.137 
19:35:23,12.585,0.001,6786.137 
19:35:28,12.59,0.001,6786.137 
19:35:35,12.625,0.005,33930.685 
19:35:41,12.613,-0.002,-13572.274 
19:35:47,12.631,0.003,20358.411 
19:35:53,12.613,-0.003,-20358.411 
19:35:58,12.618,0.001,6786.137 
19:36:03,12.628,0.002,13572.274 
19:36:09,12.634,0.001,6786.137 
19:36:16,12.62,-0.002,-13572.274 
19:36:21,12.625,0.001,6786.137 
19:36:28,12.632,0.001,6786.137 
19:36:33,12.637,0.001,6786.137 
19:36:40,12.644,0.001,6786.137 
19:36:47,12.665,0.003,20358.411 
19:36:53,12.671,0.001,6786.137 
19:36:58,12.656,-0.003,-20358.411 
19:37:05,12.635,-0.003,-20358.411 
19:37:10,12.64,0.001,6786.137 
19:37:15,12.665,0.005,33930.685 
19:37:20,12.66,-0.001,-6786.137 
19:37:25,12.675,0.003,20358.411 
19:37:30,12.685,0.002,13572.274 
19:37:36,12.691,0.001,6786.137 
19:37:43,12.698,0.001,6786.137 
19:37:49,12.704,0.001,6786.137 
19:37:56,12.711,0.001,6786.137 
19:38:01,12.716,0.001,6786.137 
19:38:08,12.737,0.003,20358.411 
19:38:13,12.747,0.002,13572.274 
19:38:18,12.742,-0.001,-6786.137 
19:38:25,12.763,0.003,20358.411 
19:38:30,12.748,-0.003,-20358.411 
19:38:36,12.736,-0.002,-13572.274 
19:38:42,12.742,0.001,6786.137 
19:38:47,12.757,0.003,20358.411 
19:38:53,12.763,0.001,6786.137 
19:38:59,12.769,0.001,6786.137 
19:39:04,12.754,-0.003,-20358.411 
19:39:11,12.733,-0.003,-20358.411 
19:39:16,12.738,0.001,6786.137 
19:39:21,12.743,0.001,6786.137 
19:39:26,12.763,0.004,27144.548 
19:39:31,12.748,-0.003,-20358.411 
19:39:36,12.758,0.002,13572.274 
19:39:43,12.793,0.005,33930.685 
19:39:50,12.8,0.001,6786.137 
19:39:55,12.81,0.002,13572.274 
19:40:01,12.816,0.001,6786.137 
19:40:06,12.821,0.001,6786.137 
19:40:11,12.826,0.001,6786.137 
19:40:16,12.831,0.001,6786.137 
19:40:23,12.859,0.004,27144.548 
19:40:28,12.849,-0.002,-13572.274 
19:40:35,12.884,0.005,33930.685 
19:40:42,12.898,0.002,13572.274 
19:40:49,12.905,0.001,6786.137 
19:40:54,12.91,0.001,6786.137 
19:41:00,12.94,0.005,33930.685 
19:41:05,12.925,-0.003,-20358.411 
19:41:12,12.932,0.001,6786.137 
19:41:17,12.952,0.004,27144.548 
19:41:22,12.957,0.001,6786.137 
19:41:27,12.942,-0.003,-20358.411 
19:41:33,12.948,0.001,6786.137 
19:41:38,12.953,0.001,6786.137 
19:41:45,12.946,-0.001,-6786.137 
19:41:51,12.964,0.003,20358.411 
19:41:57,12.994,0.005,33930.685 
19:42:02,12.999,0.001,6786.137 
19:42:08,13.005,0.001,6786.137 
19:42:13,13.015,0.002,13572.274 
19:42:18,13.02,0.001,6786.137 
19:42:25,13.013,-0.001,-6786.137 
19:42:31,13.019,0.001,6786.137 
19:42:37,13.025,0.001,6786.137 
19:42:43,13.031,0.001,6786.137 
19:42:48,13.036,0.001,6786.137 
19:42:54,13.06,0.004,27144.548 
19:43:01,13.067,0.001,6786.137 
19:43:07,13.073,0.001,6786.137 
19:43:14,13.108,0.005,33930.685 
19:43:21,13.115,0.001,6786.137 
19:43:26,13.12,0.001,6786.137 
19:43:32,13.138,0.003,20358.411 
19:43:37,13.133,-0.001,-6786.137 
19:43:43,13.151,0.003,20358.411 
19:43:48,13.171,0.004,27144.548 
19:43:55,13.185,0.002,13572.274 
19:44:01,13.215,0.005,33930.685 
19:44:06,13.24,0.005,33930.685 
19:44:11,13.255,0.003,20358.411 
19:44:16,13.265,0.002,13572.274 
19:44:21,13.27,0.001,6786.137 
19:44:26,13.28,0.002,13572.274 
19:44:32,13.304,0.004,27144.548 
19:44:37,13.309,0.001,6786.137 
19:44:43,13.315,0.001,6786.137 
19:44:48,13.325,0.002,13572.274 
19:44:55,13.332,0.001,6786.137 
19:45:00,13.337,0.001,6786.137 
19:45:06,13.361,0.004,27144.548 
19:45:11,13.351,-0.002,-13572.274 
19:45:18,13.33,-0.003,-20358.411 
19:45:24,13.336,0.001,6786.137 
19:45:29,13.341,0.001,6786.137 
19:45:35,13.329,-0.002,-13572.274 
19:45:42,13.336,0.001,6786.137 
19:45:47,13.346,0.002,13572.274 
19:45:52,13.331,-0.003,-20358.411 
19:45:57,13.346,0.003,20358.411 
19:46:02,13.361,0.003,20358.411 
19:46:08,13.367,0.001,6786.137 
19:46:14,13.397,0.005,33930.685 
19:46:19,13.387,-0.002,-13572.274 
19:46:24,13.402,0.003,20358.411 
19:46:31,13.395,-0.001,-6786.137 
19:46:38,13.402,0.001,6786.137 
19:46:45,13.409,0.001,6786.137 
19:46:50,13.414,0.001,6786.137 
19:46:55,13.429,0.003,20358.411 
19:47:00,13.434,0.001,6786.137 
19:47:07,13.441,0.001,6786.137 
19:47:13,13.423,-0.003,-20358.411 
19:47:18,13.413,-0.002,-13572.274 
19:47:23,13.408,-0.001,-6786.137 
19:47:29,13.414,0.001,6786.137 
19:47:34,13.434,0.004,27144.548 
19:47:40,13.44,0.001,6786.137 
19:47:47,13.447,0.001,6786.137 
19:47:54,13.454,0.001,6786.137 
19:47:59,13.449,-0.001,-6786.137 
19:48:05,13.443,-0.001,-6786.137 
19:48:11,13.449,0.001,6786.137 
19:48:16,13.444,-0.001,-6786.137 
19:48:21,13.449,0.001,6786.137 
19:48:27,13.437,-0.002,-13572.274 
19:48:33,13.443,0.001,6786.137 
19:48:38,13.448,0.001,6786.137 
19:48:44,13.454,0.001,6786.137 
19:48:50,13.46,0.001,6786.137 
19:48:55,13.485,0.005,33930.685 
19:49:00,13.49,0.001,6786.137 
19:49:05,13.495,0.001,6786.137 
19:49:11,13.513,0.003,20358.411 
19:49:16,13.518,0.001,6786.137 
19:49:23,13.546,0.004,27144.548 
19:49:30,13.567,0.003,20358.411 
19:49:35,13.572,0.001,6786.137 
19:49:40,13.592,0.004,27144.548 
19:49:47,13.627,0.005,33930.685 
19:49:53,13.633,0.001,6786.137 
19:49:59,13.651,0.003,20358.411 
19:50:06,13.637,-0.002,-13572.274 
19:50:11,13.622,-0.003,-20358.411 
19:50:16,13.612,-0.002,-13572.274 
19:50:23,13.619,0.001,6786.137 
19:50:28,13.624,0.001,6786.137 
19:50:34,13.612,-0.002,-13572.274 
19:50:41,13.619,0.001,6786.137 
19:50:48,13.654,0.005,33930.685 
19:50:54,13.636,-0.003,-20358.411 
19:51:00,13.618,-0.003,-20358.411 
19:51:05,13.633,0.003,20358.411 
19:51:12,13.619,-0.002,-13572.274 
19:51:18,13.643,0.004,27144.548 
19:51:24,13.649,0.001,6786.137 
19:51:30,13.679,0.005,33930.685 
19:51:35,13.684,0.001,6786.137 
19:51:40,13.689,0.001,6786.137 
19:51:46,13.701,0.002,13572.274 
19:51:51,13.706,0.001,6786.137 
19:51:56,13.721,0.003,20358.411 
19:52:01,13.746,0.005,33930.685 
19:52:06,13.736,-0.002,-13572.274 
19:52:11,13.761,0.005,33930.685 
19:52:18,13.768,0.001,6786.137 
19:52:24,13.774,0.001,6786.137 
19:52:31,13.781,0.001,6786.137 
19:52:38,13.788,0.001,6786.137 
19:52:44,13.794,0.001,6786.137 
19:52:50,13.806,0.002,13572.274 
19:52:55,13.811,0.001,6786.137 
19:53:00,13.816,0.001,6786.137 
19:53:05,13.841,0.005,33930.685 
19:53:11,13.829,-0.002,-13572.274 
19:53:17,13.835,0.001,6786.137 
19:53:23,13.865,0.005,33930.685 
19:53:28,13.87,0.001,6786.137 
19:53:34,13.9,0.005,33930.685 
19:53:39,13.925,0.005,33930.685 
19:53:44,13.93,0.001,6786.137 
19:53:50,13.96,0.005,33930.685 
19:53:55,13.965,0.001,6786.137 
19:54:00,13.97,0.001,6786.137 
19:54:06,13.994,0.004,27144.548 
19:54:11,14.019,0.005,33930.685 
19:54:17,14.043,0.004,27144.548 
19:54:22,14.048,0.001,6786.137 
19:54:27,14.053,0.001,6786.137 
19:54:32,14.058,0.001,6786.137 
19:54:37,14.083,0.005,33930.685 
19:54:44,14.09,0.001,6786.137 
19:54:50,14.084,-0.001,-6786.137 
19:54:56,14.096,0.002,13572.274 
19:55:03,14.075,-0.003,-20358.411 
19:55:10,14.089,0.002,13572.274 
19:55:15,14.094,0.001,6786.137 
19:55:22,14.101,0.001,6786.137 
19:55:27,14.106,0.001,6786.137 
19:55:34,14.113,0.001,6786.137 
19:55:39,14.118,0.001,6786.137 
19:55:45,14.112,-0.001,-6786.137 
19:55:50,14.137,0.005,33930.685 
19:55:56,14.143,0.001,6786.137 
19:56:01,14.148,0.001,6786.137 
19:56:06,14.153,0.001,6786.137 
19:56:11,14.158,0.001,6786.137 
19:56:16,14.173,0.003,20358.411 
19:56:22,14.179,0.001,6786.137 
